,Unnamed: 0,Subject,Datafile,Label
357,357,Subject01,Subject01/Subject01_Aufnahme357.csv,curve-right-spin-Lfirst
358,358,Subject01,Subject01/Subject01_Aufnahme358.csv,v-cut-left-Lfirst
359,359,Subject01,Subject01/Subject01_Aufnahme359.csv,v-cut-right-Rfirst
360,360,Subject01,Subject01/Subject01_Aufnahme360.csv,stair-up
361,361,Subject01,Subject01/Subject01_Aufnahme361.csv,stair-down
362,362,Subject01,Subject01/Subject01_Aufnahme362.csv,jump-two-leg
363,363,Subject01,Subject01/Subject01_Aufnahme363.csv,jump-two-leg
364,364,Subject01,Subject01/Subject01_Aufnahme364.csv,curve-left-spin-Lfirst
365,365,Subject01,Subject01/Subject01_Aufnahme365.csv,v-cut-right-Rfirst
366,366,Subject01,Subject01/Subject01_Aufnahme366.csv,curve-right-spin-Lfirst
367,367,Subject01,Subject01/Subject01_Aufnahme367.csv,sit
368,368,Subject01,Subject01/Subject01_Aufnahme368.csv,jump-two-leg
369,369,Subject01,Subject01/Subject01_Aufnahme369.csv,stair-up
370,370,Subject01,Subject01/Subject01_Aufnahme370.csv,curve-left-step
371,371,Subject01,Subject01/Subject01_Aufnahme371.csv,v-cut-left-Rfirst
372,372,Subject01,Subject01/Subject01_Aufnahme372.csv,stair-down
373,373,Subject01,Subject01/Subject01_Aufnahme373.csv,curve-left-step
374,374,Subject01,Subject01/Subject01_Aufnahme374.csv,curve-right-step
375,375,Subject01,Subject01/Subject01_Aufnahme375.csv,jump-two-leg
376,376,Subject01,Subject01/Subject01_Aufnahme376.csv,stand-to-sit
377,377,Subject01,Subject01/Subject01_Aufnahme377.csv,curve-right-spin-Lfirst
378,378,Subject01,Subject01/Subject01_Aufnahme378.csv,run
379,379,Subject01,Subject01/Subject01_Aufnahme379.csv,stand-to-sit
380,380,Subject01,Subject01/Subject01_Aufnahme380.csv,jump-two-leg
381,381,Subject01,Subject01/Subject01_Aufnahme381.csv,stand-to-sit
382,382,Subject01,Subject01/Subject01_Aufnahme382.csv,stand-to-sit
383,383,Subject01,Subject01/Subject01_Aufnahme383.csv,stand-to-sit
384,384,Subject01,Subject01/Subject01_Aufnahme384.csv,stand
385,385,Subject01,Subject01/Subject01_Aufnahme385.csv,stand
386,386,Subject01,Subject01/Subject01_Aufnahme386.csv,lateral-shuffle-left
387,387,Subject01,Subject01/Subject01_Aufnahme387.csv,run
388,388,Subject01,Subject01/Subject01_Aufnahme388.csv,curve-right-spin-Lfirst
389,389,Subject01,Subject01/Subject01_Aufnahme389.csv,curve-right-spin-Lfirst
390,390,Subject01,Subject01/Subject01_Aufnahme390.csv,stand
391,391,Subject01,Subject01/Subject01_Aufnahme391.csv,curve-right-spin-Lfirst
392,392,Subject01,Subject01/Subject01_Aufnahme392.csv,curve-right-spin-Lfirst
393,393,Subject01,Subject01/Subject01_Aufnahme393.csv,curve-right-spin-Lfirst
394,394,Subject01,Subject01/Subject01_Aufnahme394.csv,curve-right-spin-Lfirst
395,395,Subject01,Subject01/Subject01_Aufnahme395.csv,run
396,396,Subject01,Subject01/Subject01_Aufnahme396.csv,sit-to-stand
397,397,Subject01,Subject01/Subject01_Aufnahme397.csv,jump-two-leg
398,398,Subject01,Subject01/Subject01_Aufnahme398.csv,curve-right-spin-Lfirst
399,399,Subject01,Subject01/Subject01_Aufnahme399.csv,stair-up
400,400,Subject01,Subject01/Subject01_Aufnahme400.csv,curve-left-step
401,401,Subject01,Subject01/Subject01_Aufnahme401.csv,curve-left-step
402,402,Subject01,Subject01/Subject01_Aufnahme402.csv,stair-up
403,403,Subject01,Subject01/Subject01_Aufnahme403.csv,sit
404,404,Subject01,Subject01/Subject01_Aufnahme404.csv,v-cut-left-Rfirst
405,405,Subject01,Subject01/Subject01_Aufnahme405.csv,curve-left-step
406,406,Subject01,Subject01/Subject01_Aufnahme406.csv,jump-one-leg
407,407,Subject01,Subject01/Subject01_Aufnahme407.csv,lateral-shuffle-left
408,408,Subject01,Subject01/Subject01_Aufnahme408.csv,lateral-shuffle-right
409,409,Subject01,Subject01/Subject01_Aufnahme409.csv,lateral-shuffle-left
410,410,Subject01,Subject01/Subject01_Aufnahme410.csv,curve-left-spin-Lfirst
411,411,Subject01,Subject01/Subject01_Aufnahme411.csv,stand
412,412,Subject01,Subject01/Subject01_Aufnahme412.csv,lateral-shuffle-left
413,413,Subject01,Subject01/Subject01_Aufnahme413.csv,stair-down
414,414,Subject01,Subject01/Subject01_Aufnahme414.csv,curve-right-spin-Lfirst
415,415,Subject01,Subject01/Subject01_Aufnahme415.csv,stand-to-sit
416,416,Subject01,Subject01/Subject01_Aufnahme416.csv,stair-up
417,417,Subject01,Subject01/Subject01_Aufnahme417.csv,v-cut-right-Lfirst
418,418,Subject01,Subject01/Subject01_Aufnahme418.csv,jump-one-leg
419,419,Subject01,Subject01/Subject01_Aufnahme419.csv,stand-to-sit
420,420,Subject01,Subject01/Subject01_Aufnahme420.csv,stair-up
421,421,Subject01,Subject01/Subject01_Aufnahme421.csv,jump-two-leg
422,422,Subject01,Subject01/Subject01_Aufnahme422.csv,stand
423,423,Subject01,Subject01/Subject01_Aufnahme423.csv,stand-to-sit
424,424,Subject01,Subject01/Subject01_Aufnahme424.csv,jump-two-leg
425,425,Subject01,Subject01/Subject01_Aufnahme425.csv,stand
426,426,Subject01,Subject01/Subject01_Aufnahme426.csv,v-cut-right-Rfirst
427,427,Subject01,Subject01/Subject01_Aufnahme427.csv,v-cut-right-Rfirst
428,428,Subject01,Subject01/Subject01_Aufnahme428.csv,lateral-shuffle-left
429,429,Subject01,Subject01/Subject01_Aufnahme429.csv,stand
430,430,Subject01,Subject01/Subject01_Aufnahme430.csv,jump-two-leg
431,431,Subject01,Subject01/Subject01_Aufnahme431.csv,jump-one-leg
432,432,Subject01,Subject01/Subject01_Aufnahme432.csv,stand
433,433,Subject01,Subject01/Subject01_Aufnahme433.csv,jump-one-leg
434,434,Subject01,Subject01/Subject01_Aufnahme434.csv,curve-right-spin-Lfirst
435,435,Subject01,Subject01/Subject01_Aufnahme435.csv,sit
436,436,Subject01,Subject01/Subject01_Aufnahme436.csv,jump-one-leg
437,437,Subject01,Subject01/Subject01_Aufnahme437.csv,v-cut-right-Rfirst
438,438,Subject01,Subject01/Subject01_Aufnahme438.csv,curve-right-spin-Lfirst
439,439,Subject01,Subject01/Subject01_Aufnahme439.csv,jump-two-leg
440,440,Subject10,Subject10/Subject10_Aufnahme000.csv,v-cut-right-Lfirst
441,441,Subject10,Subject10/Subject10_Aufnahme001.csv,lateral-shuffle-right
442,442,Subject10,Subject10/Subject10_Aufnahme002.csv,stair-up
443,443,Subject10,Subject10/Subject10_Aufnahme003.csv,run
444,444,Subject10,Subject10/Subject10_Aufnahme004.csv,curve-left-spin-Rfirst
445,445,Subject10,Subject10/Subject10_Aufnahme005.csv,jump-one-leg
446,446,Subject10,Subject10/Subject10_Aufnahme006.csv,walk
447,447,Subject10,Subject10/Subject10_Aufnahme007.csv,v-cut-right-Rfirst
448,448,Subject10,Subject10/Subject10_Aufnahme008.csv,curve-left-spin-Lfirst
449,449,Subject10,Subject10/Subject10_Aufnahme009.csv,v-cut-right-Lfirst
450,450,Subject10,Subject10/Subject10_Aufnahme010.csv,jump-one-leg
451,451,Subject10,Subject10/Subject10_Aufnahme011.csv,walk
452,452,Subject10,Subject10/Subject10_Aufnahme012.csv,v-cut-right-Rfirst
453,453,Subject10,Subject10/Subject10_Aufnahme013.csv,sit-to-stand
454,454,Subject10,Subject10/Subject10_Aufnahme014.csv,curve-left-spin-Rfirst
455,455,Subject10,Subject10/Subject10_Aufnahme015.csv,stand
456,456,Subject10,Subject10/Subject10_Aufnahme016.csv,sit-to-stand
457,457,Subject10,Subject10/Subject10_Aufnahme017.csv,v-cut-right-Rfirst
458,458,Subject10,Subject10/Subject10_Aufnahme018.csv,jump-two-leg
459,459,Subject10,Subject10/Subject10_Aufnahme019.csv,stand-to-sit
460,460,Subject10,Subject10/Subject10_Aufnahme020.csv,curve-left-spin-Lfirst
461,461,Subject10,Subject10/Subject10_Aufnahme021.csv,jump-two-leg
462,462,Subject10,Subject10/Subject10_Aufnahme022.csv,curve-right-spin-Lfirst
463,463,Subject10,Subject10/Subject10_Aufnahme023.csv,walk
464,464,Subject10,Subject10/Subject10_Aufnahme024.csv,stand-to-sit
465,465,Subject10,Subject10/Subject10_Aufnahme025.csv,curve-right-spin-Rfirst
466,466,Subject10,Subject10/Subject10_Aufnahme026.csv,stair-down
467,467,Subject10,Subject10/Subject10_Aufnahme027.csv,curve-right-step
468,468,Subject10,Subject10/Subject10_Aufnahme028.csv,v-cut-right-Rfirst
469,469,Subject10,Subject10/Subject10_Aufnahme029.csv,v-cut-right-Rfirst
470,470,Subject10,Subject10/Subject10_Aufnahme030.csv,run
471,471,Subject10,Subject10/Subject10_Aufnahme031.csv,curve-left-spin-Lfirst
472,472,Subject10,Subject10/Subject10_Aufnahme032.csv,lateral-shuffle-left
473,473,Subject10,Subject10/Subject10_Aufnahme033.csv,v-cut-right-Lfirst
474,474,Subject10,Subject10/Subject10_Aufnahme034.csv,curve-left-spin-Lfirst
475,475,Subject10,Subject10/Subject10_Aufnahme035.csv,v-cut-left-Lfirst
476,476,Subject10,Subject10/Subject10_Aufnahme036.csv,stand
477,477,Subject10,Subject10/Subject10_Aufnahme037.csv,lateral-shuffle-left
478,478,Subject10,Subject10/Subject10_Aufnahme038.csv,curve-right-spin-Lfirst
479,479,Subject10,Subject10/Subject10_Aufnahme039.csv,curve-right-spin-Lfirst
480,480,Subject10,Subject10/Subject10_Aufnahme040.csv,sit-to-stand
481,481,Subject10,Subject10/Subject10_Aufnahme041.csv,curve-right-step
482,482,Subject10,Subject10/Subject10_Aufnahme042.csv,curve-right-step
483,483,Subject10,Subject10/Subject10_Aufnahme043.csv,lateral-shuffle-right
484,484,Subject10,Subject10/Subject10_Aufnahme044.csv,lateral-shuffle-left
485,485,Subject10,Subject10/Subject10_Aufnahme045.csv,lateral-shuffle-left
486,486,Subject10,Subject10/Subject10_Aufnahme046.csv,v-cut-right-Rfirst
487,487,Subject10,Subject10/Subject10_Aufnahme047.csv,curve-left-spin-Rfirst
488,488,Subject10,Subject10/Subject10_Aufnahme048.csv,lateral-shuffle-left
489,489,Subject10,Subject10/Subject10_Aufnahme049.csv,sit-to-stand
490,490,Subject10,Subject10/Subject10_Aufnahme050.csv,curve-right-step
491,491,Subject10,Subject10/Subject10_Aufnahme051.csv,sit-to-stand
492,492,Subject10,Subject10/Subject10_Aufnahme052.csv,curve-left-spin-Rfirst
493,493,Subject10,Subject10/Subject10_Aufnahme053.csv,run
494,494,Subject10,Subject10/Subject10_Aufnahme054.csv,walk
495,495,Subject10,Subject10/Subject10_Aufnahme055.csv,curve-right-step
496,496,Subject10,Subject10/Subject10_Aufnahme056.csv,curve-right-spin-Rfirst
497,497,Subject10,Subject10/Subject10_Aufnahme057.csv,run
498,498,Subject10,Subject10/Subject10_Aufnahme058.csv,curve-left-spin-Rfirst
499,499,Subject10,Subject10/Subject10_Aufnahme059.csv,v-cut-left-Lfirst
500,500,Subject10,Subject10/Subject10_Aufnahme060.csv,jump-one-leg
501,501,Subject10,Subject10/Subject10_Aufnahme061.csv,curve-left-spin-Lfirst
502,502,Subject10,Subject10/Subject10_Aufnahme062.csv,v-cut-right-Rfirst
503,503,Subject10,Subject10/Subject10_Aufnahme063.csv,walk
504,504,Subject10,Subject10/Subject10_Aufnahme064.csv,curve-left-spin-Rfirst
505,505,Subject10,Subject10/Subject10_Aufnahme065.csv,sit-to-stand
506,506,Subject10,Subject10/Subject10_Aufnahme066.csv,sit-to-stand
507,507,Subject10,Subject10/Subject10_Aufnahme067.csv,sit
508,508,Subject10,Subject10/Subject10_Aufnahme068.csv,lateral-shuffle-left
509,509,Subject10,Subject10/Subject10_Aufnahme069.csv,v-cut-right-Rfirst
510,510,Subject10,Subject10/Subject10_Aufnahme070.csv,stand-to-sit
511,511,Subject10,Subject10/Subject10_Aufnahme071.csv,lateral-shuffle-left
512,512,Subject10,Subject10/Subject10_Aufnahme072.csv,stair-down
513,513,Subject10,Subject10/Subject10_Aufnahme073.csv,lateral-shuffle-right
514,514,Subject10,Subject10/Subject10_Aufnahme074.csv,walk
515,515,Subject10,Subject10/Subject10_Aufnahme075.csv,lateral-shuffle-left
516,516,Subject10,Subject10/Subject10_Aufnahme076.csv,stair-down
517,517,Subject10,Subject10/Subject10_Aufnahme077.csv,stand-to-sit
518,518,Subject10,Subject10/Subject10_Aufnahme078.csv,curve-left-spin-Rfirst
519,519,Subject10,Subject10/Subject10_Aufnahme079.csv,sit-to-stand
520,520,Subject10,Subject10/Subject10_Aufnahme080.csv,curve-left-spin-Lfirst
521,521,Subject10,Subject10/Subject10_Aufnahme081.csv,stand
522,522,Subject10,Subject10/Subject10_Aufnahme082.csv,sit
523,523,Subject10,Subject10/Subject10_Aufnahme083.csv,sit
524,524,Subject10,Subject10/Subject10_Aufnahme084.csv,curve-right-spin-Lfirst
525,525,Subject10,Subject10/Subject10_Aufnahme085.csv,sit-to-stand
526,526,Subject10,Subject10/Subject10_Aufnahme086.csv,sit
527,527,Subject10,Subject10/Subject10_Aufnahme087.csv,v-cut-right-Rfirst
528,528,Subject10,Subject10/Subject10_Aufnahme088.csv,curve-left-spin-Rfirst
529,529,Subject10,Subject10/Subject10_Aufnahme089.csv,sit-to-stand
530,530,Subject10,Subject10/Subject10_Aufnahme090.csv,jump-two-leg
531,531,Subject10,Subject10/Subject10_Aufnahme091.csv,run
532,532,Subject10,Subject10/Subject10_Aufnahme092.csv,jump-two-leg
533,533,Subject10,Subject10/Subject10_Aufnahme093.csv,v-cut-right-Rfirst
534,534,Subject10,Subject10/Subject10_Aufnahme094.csv,jump-two-leg
535,535,Subject10,Subject10/Subject10_Aufnahme095.csv,stand
536,536,Subject10,Subject10/Subject10_Aufnahme096.csv,curve-right-step
537,537,Subject10,Subject10/Subject10_Aufnahme097.csv,v-cut-left-Rfirst
538,538,Subject10,Subject10/Subject10_Aufnahme098.csv,stand-to-sit
539,539,Subject10,Subject10/Subject10_Aufnahme099.csv,sit
540,540,Subject10,Subject10/Subject10_Aufnahme100.csv,v-cut-right-Rfirst
541,541,Subject10,Subject10/Subject10_Aufnahme101.csv,curve-right-spin-Lfirst
542,542,Subject10,Subject10/Subject10_Aufnahme102.csv,walk
543,543,Subject10,Subject10/Subject10_Aufnahme103.csv,stair-up
544,544,Subject10,Subject10/Subject10_Aufnahme104.csv,v-cut-right-Rfirst
545,545,Subject10,Subject10/Subject10_Aufnahme105.csv,curve-right-step
546,546,Subject10,Subject10/Subject10_Aufnahme106.csv,curve-right-spin-Rfirst
547,547,Subject10,Subject10/Subject10_Aufnahme107.csv,walk
548,548,Subject10,Subject10/Subject10_Aufnahme108.csv,curve-right-step
549,549,Subject10,Subject10/Subject10_Aufnahme109.csv,stand
550,550,Subject10,Subject10/Subject10_Aufnahme110.csv,curve-right-step
551,551,Subject10,Subject10/Subject10_Aufnahme111.csv,curve-right-step
552,552,Subject10,Subject10/Subject10_Aufnahme112.csv,curve-right-spin-Rfirst
553,553,Subject10,Subject10/Subject10_Aufnahme113.csv,run
554,554,Subject10,Subject10/Subject10_Aufnahme114.csv,curve-right-step
555,555,Subject10,Subject10/Subject10_Aufnahme115.csv,jump-two-leg
556,556,Subject10,Subject10/Subject10_Aufnahme116.csv,curve-left-spin-Rfirst
557,557,Subject10,Subject10/Subject10_Aufnahme117.csv,stand-to-sit
558,558,Subject10,Subject10/Subject10_Aufnahme118.csv,stair-down
559,559,Subject10,Subject10/Subject10_Aufnahme119.csv,sit-to-stand
560,560,Subject10,Subject10/Subject10_Aufnahme120.csv,curve-left-spin-Rfirst
561,561,Subject10,Subject10/Subject10_Aufnahme121.csv,stair-up
562,562,Subject10,Subject10/Subject10_Aufnahme122.csv,lateral-shuffle-right
563,563,Subject10,Subject10/Subject10_Aufnahme123.csv,curve-right-spin-Rfirst
564,564,Subject10,Subject10/Subject10_Aufnahme124.csv,v-cut-right-Rfirst
565,565,Subject10,Subject10/Subject10_Aufnahme125.csv,curve-left-spin-Rfirst
566,566,Subject10,Subject10/Subject10_Aufnahme126.csv,sit
567,567,Subject10,Subject10/Subject10_Aufnahme127.csv,jump-one-leg
568,568,Subject10,Subject10/Subject10_Aufnahme128.csv,sit-to-stand
569,569,Subject10,Subject10/Subject10_Aufnahme129.csv,stand-to-sit
570,570,Subject10,Subject10/Subject10_Aufnahme130.csv,lateral-shuffle-right
571,571,Subject10,Subject10/Subject10_Aufnahme131.csv,sit
572,572,Subject10,Subject10/Subject10_Aufnahme132.csv,stair-up
573,573,Subject10,Subject10/Subject10_Aufnahme133.csv,curve-right-spin-Rfirst
574,574,Subject10,Subject10/Subject10_Aufnahme134.csv,curve-right-step
575,575,Subject10,Subject10/Subject10_Aufnahme135.csv,jump-two-leg
576,576,Subject10,Subject10/Subject10_Aufnahme136.csv,curve-right-step
577,577,Subject10,Subject10/Subject10_Aufnahme137.csv,curve-right-spin-Rfirst
578,578,Subject10,Subject10/Subject10_Aufnahme138.csv,curve-right-spin-Lfirst
579,579,Subject10,Subject10/Subject10_Aufnahme139.csv,jump-two-leg
580,580,Subject10,Subject10/Subject10_Aufnahme140.csv,sit-to-stand
581,581,Subject10,Subject10/Subject10_Aufnahme141.csv,jump-one-leg
582,582,Subject10,Subject10/Subject10_Aufnahme142.csv,curve-right-spin-Lfirst
583,583,Subject10,Subject10/Subject10_Aufnahme143.csv,curve-right-step
584,584,Subject10,Subject10/Subject10_Aufnahme144.csv,walk
585,585,Subject10,Subject10/Subject10_Aufnahme145.csv,sit-to-stand
586,586,Subject10,Subject10/Subject10_Aufnahme146.csv,curve-right-spin-Lfirst
587,587,Subject10,Subject10/Subject10_Aufnahme147.csv,stand-to-sit
588,588,Subject10,Subject10/Subject10_Aufnahme148.csv,curve-right-spin-Rfirst
589,589,Subject10,Subject10/Subject10_Aufnahme149.csv,lateral-shuffle-right
590,590,Subject10,Subject10/Subject10_Aufnahme150.csv,stair-up
591,591,Subject10,Subject10/Subject10_Aufnahme151.csv,v-cut-right-Lfirst
592,592,Subject10,Subject10/Subject10_Aufnahme152.csv,stair-down
593,593,Subject10,Subject10/Subject10_Aufnahme153.csv,v-cut-right-Rfirst
594,594,Subject10,Subject10/Subject10_Aufnahme154.csv,jump-one-leg
595,595,Subject10,Subject10/Subject10_Aufnahme155.csv,curve-right-step
596,596,Subject10,Subject10/Subject10_Aufnahme156.csv,stand
597,597,Subject10,Subject10/Subject10_Aufnahme157.csv,sit
598,598,Subject10,Subject10/Subject10_Aufnahme158.csv,jump-two-leg
599,599,Subject10,Subject10/Subject10_Aufnahme159.csv,jump-two-leg
600,600,Subject10,Subject10/Subject10_Aufnahme160.csv,run
601,601,Subject10,Subject10/Subject10_Aufnahme161.csv,curve-right-spin-Lfirst
602,602,Subject10,Subject10/Subject10_Aufnahme162.csv,v-cut-left-Lfirst
603,603,Subject10,Subject10/Subject10_Aufnahme163.csv,run
604,604,Subject10,Subject10/Subject10_Aufnahme164.csv,lateral-shuffle-right
605,605,Subject10,Subject10/Subject10_Aufnahme165.csv,v-cut-right-Lfirst
606,606,Subject10,Subject10/Subject10_Aufnahme166.csv,curve-right-spin-Lfirst
607,607,Subject10,Subject10/Subject10_Aufnahme167.csv,run
608,608,Subject10,Subject10/Subject10_Aufnahme168.csv,sit
609,609,Subject10,Subject10/Subject10_Aufnahme169.csv,curve-left-spin-Lfirst
610,610,Subject10,Subject10/Subject10_Aufnahme170.csv,jump-two-leg
611,611,Subject10,Subject10/Subject10_Aufnahme171.csv,curve-right-step
612,612,Subject10,Subject10/Subject10_Aufnahme172.csv,curve-right-spin-Lfirst
613,613,Subject10,Subject10/Subject10_Aufnahme173.csv,jump-two-leg
614,614,Subject10,Subject10/Subject10_Aufnahme174.csv,lateral-shuffle-left
615,615,Subject10,Subject10/Subject10_Aufnahme175.csv,v-cut-right-Rfirst
616,616,Subject10,Subject10/Subject10_Aufnahme176.csv,v-cut-right-Rfirst
617,617,Subject10,Subject10/Subject10_Aufnahme177.csv,walk
618,618,Subject10,Subject10/Subject10_Aufnahme178.csv,curve-right-spin-Rfirst
619,619,Subject10,Subject10/Subject10_Aufnahme179.csv,lateral-shuffle-right
620,620,Subject10,Subject10/Subject10_Aufnahme180.csv,jump-one-leg
621,621,Subject10,Subject10/Subject10_Aufnahme181.csv,v-cut-right-Rfirst
622,622,Subject10,Subject10/Subject10_Aufnahme182.csv,jump-two-leg
623,623,Subject10,Subject10/Subject10_Aufnahme183.csv,curve-left-step
624,624,Subject10,Subject10/Subject10_Aufnahme184.csv,v-cut-right-Rfirst
625,625,Subject10,Subject10/Subject10_Aufnahme185.csv,stand
626,626,Subject10,Subject10/Subject10_Aufnahme186.csv,stand
627,627,Subject10,Subject10/Subject10_Aufnahme187.csv,walk
628,628,Subject10,Subject10/Subject10_Aufnahme188.csv,curve-left-spin-Lfirst
629,629,Subject10,Subject10/Subject10_Aufnahme189.csv,curve-right-spin-Rfirst
630,630,Subject10,Subject10/Subject10_Aufnahme190.csv,lateral-shuffle-left
631,631,Subject10,Subject10/Subject10_Aufnahme191.csv,curve-right-spin-Rfirst
632,632,Subject10,Subject10/Subject10_Aufnahme192.csv,run
633,633,Subject10,Subject10/Subject10_Aufnahme193.csv,v-cut-right-Rfirst
634,634,Subject10,Subject10/Subject10_Aufnahme194.csv,walk
635,635,Subject10,Subject10/Subject10_Aufnahme195.csv,lateral-shuffle-right
636,636,Subject10,Subject10/Subject10_Aufnahme196.csv,curve-right-step
637,637,Subject10,Subject10/Subject10_Aufnahme197.csv,stand
638,638,Subject10,Subject10/Subject10_Aufnahme198.csv,sit-to-stand
639,639,Subject10,Subject10/Subject10_Aufnahme199.csv,v-cut-right-Rfirst
640,640,Subject10,Subject10/Subject10_Aufnahme200.csv,run
641,641,Subject10,Subject10/Subject10_Aufnahme201.csv,sit
642,642,Subject10,Subject10/Subject10_Aufnahme202.csv,stand-to-sit
643,643,Subject10,Subject10/Subject10_Aufnahme203.csv,stand-to-sit
644,644,Subject10,Subject10/Subject10_Aufnahme204.csv,curve-right-spin-Lfirst
645,645,Subject10,Subject10/Subject10_Aufnahme205.csv,jump-one-leg
646,646,Subject10,Subject10/Subject10_Aufnahme206.csv,run
647,647,Subject10,Subject10/Subject10_Aufnahme207.csv,curve-left-spin-Rfirst
648,648,Subject10,Subject10/Subject10_Aufnahme208.csv,curve-left-spin-Rfirst
649,649,Subject10,Subject10/Subject10_Aufnahme209.csv,jump-one-leg
650,650,Subject10,Subject10/Subject10_Aufnahme210.csv,curve-right-spin-Lfirst
651,651,Subject10,Subject10/Subject10_Aufnahme211.csv,lateral-shuffle-right
652,652,Subject10,Subject10/Subject10_Aufnahme212.csv,run
653,653,Subject10,Subject10/Subject10_Aufnahme213.csv,run
654,654,Subject10,Subject10/Subject10_Aufnahme214.csv,curve-right-spin-Lfirst
655,655,Subject10,Subject10/Subject10_Aufnahme215.csv,sit
656,656,Subject10,Subject10/Subject10_Aufnahme216.csv,sit-to-stand
657,657,Subject10,Subject10/Subject10_Aufnahme217.csv,v-cut-left-Lfirst
658,658,Subject10,Subject10/Subject10_Aufnahme218.csv,curve-left-spin-Rfirst
659,659,Subject10,Subject10/Subject10_Aufnahme219.csv,curve-left-spin-Rfirst
660,660,Subject10,Subject10/Subject10_Aufnahme220.csv,lateral-shuffle-left
661,661,Subject10,Subject10/Subject10_Aufnahme221.csv,sit-to-stand
662,662,Subject10,Subject10/Subject10_Aufnahme222.csv,curve-right-step
663,663,Subject10,Subject10/Subject10_Aufnahme223.csv,curve-left-spin-Rfirst
664,664,Subject10,Subject10/Subject10_Aufnahme224.csv,curve-left-spin-Rfirst
665,665,Subject10,Subject10/Subject10_Aufnahme225.csv,run
666,666,Subject10,Subject10/Subject10_Aufnahme226.csv,lateral-shuffle-right
667,667,Subject10,Subject10/Subject10_Aufnahme227.csv,v-cut-right-Rfirst
668,668,Subject10,Subject10/Subject10_Aufnahme228.csv,curve-right-spin-Lfirst
669,669,Subject10,Subject10/Subject10_Aufnahme229.csv,curve-right-spin-Lfirst
670,670,Subject10,Subject10/Subject10_Aufnahme230.csv,curve-right-spin-Rfirst
671,671,Subject10,Subject10/Subject10_Aufnahme231.csv,jump-two-leg
672,672,Subject10,Subject10/Subject10_Aufnahme232.csv,jump-two-leg
673,673,Subject10,Subject10/Subject10_Aufnahme233.csv,walk
674,674,Subject10,Subject10/Subject10_Aufnahme234.csv,jump-one-leg
675,675,Subject10,Subject10/Subject10_Aufnahme235.csv,run
676,676,Subject10,Subject10/Subject10_Aufnahme236.csv,run
677,677,Subject10,Subject10/Subject10_Aufnahme237.csv,lateral-shuffle-right
678,678,Subject10,Subject10/Subject10_Aufnahme238.csv,curve-right-step
679,679,Subject10,Subject10/Subject10_Aufnahme239.csv,lateral-shuffle-left
680,680,Subject10,Subject10/Subject10_Aufnahme240.csv,sit
681,681,Subject10,Subject10/Subject10_Aufnahme241.csv,curve-right-step
682,682,Subject10,Subject10/Subject10_Aufnahme242.csv,lateral-shuffle-left
683,683,Subject10,Subject10/Subject10_Aufnahme243.csv,curve-left-spin-Rfirst
684,684,Subject10,Subject10/Subject10_Aufnahme244.csv,curve-right-spin-Lfirst
685,685,Subject10,Subject10/Subject10_Aufnahme245.csv,jump-one-leg
686,686,Subject10,Subject10/Subject10_Aufnahme246.csv,run
687,687,Subject10,Subject10/Subject10_Aufnahme247.csv,v-cut-right-Rfirst
688,688,Subject10,Subject10/Subject10_Aufnahme248.csv,v-cut-right-Rfirst
689,689,Subject10,Subject10/Subject10_Aufnahme249.csv,stand-to-sit
690,690,Subject10,Subject10/Subject10_Aufnahme250.csv,v-cut-right-Rfirst
691,691,Subject10,Subject10/Subject10_Aufnahme251.csv,lateral-shuffle-left
692,692,Subject10,Subject10/Subject10_Aufnahme252.csv,v-cut-right-Lfirst
693,693,Subject10,Subject10/Subject10_Aufnahme253.csv,lateral-shuffle-right
694,694,Subject10,Subject10/Subject10_Aufnahme254.csv,curve-right-step
695,695,Subject10,Subject10/Subject10_Aufnahme255.csv,jump-one-leg
696,696,Subject10,Subject10/Subject10_Aufnahme256.csv,v-cut-right-Rfirst
697,697,Subject10,Subject10/Subject10_Aufnahme257.csv,curve-right-spin-Lfirst
698,698,Subject10,Subject10/Subject10_Aufnahme258.csv,curve-right-step
699,699,Subject10,Subject10/Subject10_Aufnahme259.csv,jump-one-leg
700,700,Subject10,Subject10/Subject10_Aufnahme260.csv,sit
701,701,Subject10,Subject10/Subject10_Aufnahme261.csv,curve-right-spin-Rfirst
702,702,Subject10,Subject10/Subject10_Aufnahme262.csv,curve-right-spin-Rfirst
703,703,Subject10,Subject10/Subject10_Aufnahme263.csv,curve-right-step
704,704,Subject10,Subject10/Subject10_Aufnahme264.csv,run
705,705,Subject10,Subject10/Subject10_Aufnahme265.csv,curve-left-spin-Rfirst
706,706,Subject10,Subject10/Subject10_Aufnahme266.csv,curve-right-spin-Rfirst
707,707,Subject10,Subject10/Subject10_Aufnahme267.csv,curve-left-spin-Lfirst
708,708,Subject10,Subject10/Subject10_Aufnahme268.csv,curve-right-spin-Rfirst
709,709,Subject10,Subject10/Subject10_Aufnahme269.csv,v-cut-right-Rfirst
710,710,Subject10,Subject10/Subject10_Aufnahme270.csv,walk
711,711,Subject10,Subject10/Subject10_Aufnahme271.csv,sit-to-stand
712,712,Subject10,Subject10/Subject10_Aufnahme272.csv,v-cut-right-Rfirst
713,713,Subject10,Subject10/Subject10_Aufnahme273.csv,stand-to-sit
714,714,Subject10,Subject10/Subject10_Aufnahme274.csv,stand-to-sit
